                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1999999836 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  Cycles                             |  1393512093 |  1393512093 |  1393512093 |  1393512093 |  1393512093 |  1393512093 |  1393512093 |  1393512093
  IPC                                |        1.44 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |   409856498 |   409856498 |   409856498 |   409856498 |   409856498 |   409856498 |   409856498 |   409856498
  Idle time (ns)                     |       56800 |   409856498 |   409856498 |   409856498 |   409856498 |   409856498 |   409856498 |   409856498
  Idle time (%)                      |        0.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   139665071 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num incorrect                      |    14584285 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  misprediction rate                 |       9.46% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        7.29 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   359747042 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |     1880422 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.52% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.94 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1068948709 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |     3969275 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.37% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        1.98 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     5849697 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |      657699 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      11.24% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.33 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   359747042 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |    15747227 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       4.38% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        7.87 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1068948709 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     5232194 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.49% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        2.62 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    21300378 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     1768970 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       8.30% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.88 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2092368 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |      404221 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      19.32% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.20 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |      647746 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      115.03 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       12.53 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |      337449 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
