                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1999999855 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  Cycles                             |  1057565922 |  1057565922 |  1057565922 |  1057565922 |  1057565922 |  1057565922 |  1057565922 |  1057565922
  IPC                                |        1.89 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |   311048801 |   311048801 |   311048801 |   311048801 |   311048801 |   311048801 |   311048801 |   311048801
  Idle time (ns)                     |       56978 |   311048801 |   311048801 |   311048801 |   311048801 |   311048801 |   311048801 |   311048801
  Idle time (%)                      |        0.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   180179547 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num incorrect                      |     7407195 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  misprediction rate                 |       3.95% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        3.70 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   261089052 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |          25 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1099769972 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |       63174 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.01% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.03 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       63199 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |       16188 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      25.61% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   261089052 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |       52862 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.02% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.03 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1099769972 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     6660903 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.61% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        3.33 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6793823 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     1335522 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      19.66% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.67 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     1415715 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |      851706 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      60.16% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.43 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |     1599908 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |    16253.44 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |    16150.94 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       1.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |      107762 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
