                                     | Core 0      | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  1999999838 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |   959411364 |  959411364 |  959411364 |  959411364 |  959411364 |  959411364 |  959411364 |  959411364
  IPC                                |        2.08 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   282179813 |  282179813 |  282179813 |  282179813 |  282179813 |  282179813 |  282179813 |  282179813
  Idle time (ns)                     |       56762 |  282179813 |  282179813 |  282179813 |  282179813 |  282179813 |  282179813 |  282179813
  Idle time (%)                      |        0.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |             |            |            |            |            |            |            |           
  num correct                        |   274428992 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |    13718503 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |       4.76% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |        6.86 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |             |            |            |            |            |            |            |           
  I-TLB                              |             |            |            |            |            |            |            |           
    num accesses                     |   302551096 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |           0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |             |            |            |            |            |            |            |           
    num accesses                     |   791146242 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       11846 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |             |            |            |            |            |            |            |           
    num accesses                     |       11846 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        4722 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      39.86% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |             |            |            |            |            |            |            |           
  Cache L1-I                         |             |            |            |            |            |            |            |           
    num cache accesses               |   302551096 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |        5146 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       0.00% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        0.00 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |             |            |            |            |            |            |            |           
    num cache accesses               |   791146242 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      109790 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       0.01% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        0.05 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |             |            |            |            |            |            |            |           
    num cache accesses               |      114936 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       87982 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      76.55% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        0.04 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L3                           |             |            |            |            |            |            |            |           
    num cache accesses               |       87982 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       79248 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      90.07% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        0.04 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |             |            |            |            |            |            |            |           
  num dram accesses                  |       79310 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      102.50 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |            |            |            |            |            |            |           
  num loads from dram                |        1768 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |           0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |           0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
