                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  499999880 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  196331024 |  196331024 |  196331024 |  196331024 |  196331024 |  196331024 |  196331024 |  196331024
  IPC                                |       2.55 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   57744419 |   57744419 |   57744419 |   57744419 |   57744419 |   57744419 |   57744419 |   57744419
  Idle time (ns)                     |       5632 |   57744419 |   57744419 |   57744419 |   57744419 |   57744419 |   57744419 |   57744419
  Idle time (%)                      |       0.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   59155464 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |     235215 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      0.40% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.47 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   50771922 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       2870 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  160699952 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      38335 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      41205 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |      34987 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     84.91% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.07 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   50771922 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |    1396553 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      2.75% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       2.79 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  160699952 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |    2215538 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      1.38% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       4.43 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    3612131 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |    2532258 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     70.10% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       5.06 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2534087 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |    2081450 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     82.14% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       4.16 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    4071326 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     102.98 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.48 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     17.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      55961 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
