                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1999999836 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  Cycles                             |  1383430413 |  1383430413 |  1383430413 |  1383430413 |  1383430413 |  1383430413 |  1383430413 |  1383430413
  IPC                                |        1.45 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |   406891298 |   406891298 |   406891298 |   406891298 |   406891298 |   406891298 |   406891298 |   406891298
  Idle time (ns)                     |       56704 |   406891298 |   406891298 |   406891298 |   406891298 |   406891298 |   406891298 |   406891298
  Idle time (%)                      |        0.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   139665071 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num incorrect                      |    14584285 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  misprediction rate                 |       9.46% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        7.29 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   290415665 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |     1880422 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.65% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.94 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1068255493 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |     3969275 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.37% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        1.98 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     5849697 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |      657699 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      11.24% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.33 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   290415665 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |    13842307 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       4.77% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        6.92 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1068255493 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     4834748 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.45% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        2.42 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    18837540 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     1399597 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       7.43% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.70 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     1561186 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |      202353 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      12.96% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.10 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |      325165 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      118.23 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       13.23 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |      174543 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
