                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1999999841 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  Cycles                             |  1060376330 |  1060376330 |  1060376330 |  1060376330 |  1060376330 |  1060376330 |  1060376330 |  1060376330
  IPC                                |        1.89 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |   311875391 |   311875391 |   311875391 |   311875391 |   311875391 |   311875391 |   311875391 |   311875391
  Idle time (ns)                     |       54694 |   311875391 |   311875391 |   311875391 |   311875391 |   311875391 |   311875391 |   311875391
  Idle time (%)                      |        0.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    76641777 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num incorrect                      |     3609845 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  misprediction rate                 |       4.50% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        1.80 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   282620660 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |          10 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1193952127 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |     2357499 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.20% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        1.18 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     2357509 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |       69027 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       2.93% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.03 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   282620660 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     4074567 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       1.44% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        2.04 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1193952127 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     6703718 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.56% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        3.35 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    10778285 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |         937 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.01% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |         937 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |         131 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      13.98% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |         131 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      102.94 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |        0.44 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
