                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1999999855 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  Cycles                             |  1589012100 |  1589012100 |  1589012100 |  1589012100 |  1589012100 |  1589012100 |  1589012100 |  1589012100
  IPC                                |        1.26 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |   467356500 |   467356500 |   467356500 |   467356500 |   467356500 |   467356500 |   467356500 |   467356500
  Idle time (ns)                     |       56177 |   467356500 |   467356500 |   467356500 |   467356500 |   467356500 |   467356500 |   467356500
  Idle time (%)                      |        0.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   158724696 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num incorrect                      |    16694384 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  misprediction rate                 |       9.52% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        8.35 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   183785699 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |          20 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1085468330 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |      238375 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.02% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.12 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      238395 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |       21131 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       8.86% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   183785699 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |        5110 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1085468330 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     5045256 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.46% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        2.52 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5050369 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |      694729 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      13.76% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.35 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |      694732 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |      218577 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      31.46% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.11 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |      278843 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      102.87 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |        0.37 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |       28968 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
