                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2499999183 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  Cycles                             |  1481758357 |  1481758357 |  1481758357 |  1481758357 |  1481758357 |  1481758357 |  1481758357 |  1481758357
  IPC                                |        1.69 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |   435811282 |   435811282 |   435811282 |   435811282 |   435811282 |   435811282 |   435811282 |   435811282
  Idle time (ns)                     |       26520 |   435811282 |   435811282 |   435811282 |   435811282 |   435811282 |   435811282 |   435811282
  Idle time (%)                      |        0.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    77311119 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num incorrect                      |     8336271 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  misprediction rate                 |       9.73% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        3.33 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   477050455 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |        8042 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1551479115 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |      239408 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.02% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.10 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      247450 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |       58697 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      23.72% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.02 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   477050455 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |      299257 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.06% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.12 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1551485875 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     3044965 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.20% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        1.22 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3437123 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |     3015143 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      87.72% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        1.21 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3108044 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |      817367 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      26.30% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.33 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |     1596104 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      102.55 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |        0.05 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |      385047 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
