                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2499999597 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  Cycles                             |  1742561752 |  1742561752 |  1742561752 |  1742561752 |  1742561752 |  1742561752 |  1742561752 |  1742561752
  IPC                                |        1.43 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |   512518163 |   512518163 |   512518163 |   512518163 |   512518163 |   512518163 |   512518163 |   512518163
  Idle time (ns)                     |       60480 |   512518163 |   512518163 |   512518163 |   512518163 |   512518163 |   512518163 |   512518163
  Idle time (%)                      |        0.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   193402754 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num incorrect                      |     5051045 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  misprediction rate                 |       2.55% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        2.02 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   332615814 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |     1793084 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.54% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.72 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1576144186 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |     4371683 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.28% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        1.75 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     6164767 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num misses                       |     2065945 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      33.51% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.83 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   332615814 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |    26530326 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       7.98% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |       10.61 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1576162046 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |    17315435 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       1.10% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        6.93 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    43845876 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |    17947933 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |      40.93% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        7.18 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    17948048 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    num cache misses                 |      154648 |           0 |           0 |           0 |           0 |           0 |           0 |           0
    miss rate                        |       0.86% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf%
    mpki                             |        0.06 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |      233509 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      102.51 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |       16191 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
