                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1170744939 |   447028391 |  2430059273 |  2437423867 |  1404560000 |  1380093500 |  1390150232 |   876956766
  Cycles                             |  1235108806 |  1235108806 |  1235108806 |  1235108806 |  1235108806 |  1235108806 |  1235108806 |  1235108806
  IPC                                |        0.95 |        0.36 |        1.97 |        1.97 |        1.14 |        1.12 |        1.13 |        0.71
  Time (ns)                          |   363267296 |   363267296 |   363267296 |   363267296 |   363267296 |   363267296 |   363267296 |   363267296
  Idle time (ns)                     |       99927 |       18802 |       99939 |      100026 |       14333 |      100067 |       99931 |       99928
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    86483804 |    51035066 |   237488854 |    33514579 |    65633121 |    53606916 |   104537436 |   172533402
  num incorrect                      |     2680884 |     4544285 |      932607 |         141 |     7840567 |     2569815 |      850326 |     9909300
  misprediction rate                 |       3.01% |       8.18% |       0.39% |       0.00% |      10.67% |       4.57% |       0.81% |       5.43%
  mpki                               |        2.29 |       10.17 |        0.38 |        0.00 |        5.58 |        1.86 |        0.61 |       11.30
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   160332816 |    48790686 |   366217527 |   198345690 |   164999159 |   194994923 |   143602871 |   112696584
    num misses                       |     1060429 |         277 |         334 |           7 |          40 |         681 |        6545 |           0
    miss rate                        |       0.66% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.91 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   738662663 |   158636216 |   909490446 |   879904752 |   816987932 |   822494137 |   524108702 |   519592174
    num misses                       |     2103374 |      847291 |      535929 |      149981 |      349861 |     1632055 |       96185 |        5059
    miss rate                        |       0.28% |       0.53% |       0.06% |       0.02% |       0.04% |       0.20% |       0.02% |       0.00%
    mpki                             |        1.80 |        1.90 |        0.22 |        0.06 |        0.25 |        1.18 |        0.07 |        0.01
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     3163803 |      847568 |      536263 |      149988 |      349901 |     1632736 |      102730 |        5059
    num misses                       |      700016 |      457939 |      143360 |      134893 |      300531 |       48971 |       52787 |        3999
    miss rate                        |      22.13% |      54.03% |      26.73% |      89.94% |      85.89% |       3.00% |      51.38% |      79.05%
    mpki                             |        0.60 |        1.02 |        0.06 |        0.06 |        0.21 |        0.04 |        0.04 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   160332816 |    48790686 |   366217527 |   198345690 |   164999154 |   194994923 |   143602871 |   112696584
    num cache misses                 |     7071118 |       32898 |       25370 |       59735 |       78248 |       37916 |     1135395 |        3229
    miss rate                        |       4.41% |       0.07% |       0.01% |       0.03% |       0.05% |       0.02% |       0.79% |       0.00%
    mpki                             |        6.04 |        0.07 |        0.01 |        0.02 |        0.06 |        0.03 |        0.82 |        0.00
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   738662663 |   158636216 |   909490446 |   879904752 |   816988284 |   822494137 |   524108702 |   519592174
    num cache misses                 |     5827101 |     3880269 |     9340954 |     8655656 |    13317741 |      109155 |     3476512 |      514701
    miss rate                        |       0.79% |       2.45% |       1.03% |       0.98% |       1.63% |       0.01% |       0.66% |       0.10%
    mpki                             |        4.98 |        8.68 |        3.84 |        3.55 |        9.48 |        0.08 |        2.50 |        0.59
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12908913 |     4020618 |     9399404 |     8715399 |    13493847 |      159305 |     4682692 |      570345
    num cache misses                 |     2998370 |     2105218 |     9127386 |     8711520 |    13322586 |      130407 |     3369023 |      318183
    miss rate                        |      23.23% |      52.36% |      97.11% |      99.96% |      98.73% |      81.86% |      71.95% |      55.79%
    mpki                             |        2.56 |        4.71 |        3.76 |        3.57 |        9.49 |        0.09 |        2.42 |        0.36
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3014655 |     2214781 |     9161130 |     8711529 |    13420523 |      142845 |     3443333 |      370598
    num cache misses                 |      420959 |     1325261 |     8239343 |     8593116 |    13316975 |      125978 |     2910069 |      309964
    miss rate                        |      13.96% |      59.84% |      89.94% |      98.64% |      99.23% |      88.19% |      84.51% |      83.64%
    mpki                             |        0.36 |        2.96 |        3.39 |        3.53 |        9.48 |        0.09 |        2.09 |        0.35
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    68214571 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |    24812.19 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |    24709.69 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      46.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |      200053 |      973157 |      670209 |      327627 |      177845 |       57870 |      329593 |       60965
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
